Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-7o5e,branch-slr6,branch-ll18,branch-nsxn,randomiser-qxk8,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: participant proceeds,Store: experiment ends,Store: participant proceeds.,Store: experiment ends.,Store: consent
2,1751040320850,27/06/2025 16:05:20,1751022320850,-5,27/06/2025 06:05:20,232447,4,questionnaire-98mv,,47671817,BLIND,13739859,,complete,,685ec0fd56478d0540b8cd18,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1366x768,1366x633,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
3,1751040326158,27/06/2025 16:05:26,1751022326158,-5,27/06/2025 06:05:26,232447,4,questionnaire-98mv,,47671817,BLIND,13739859,,complete,,685ec0fd56478d0540b8cd18,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1366x768,1366x633,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751040326158,27/06/2025 16:05:26,1751022326158,-5,27/06/2025 06:05:26,232447,4,questionnaire-98mv,,47671817,BLIND,13739859,,complete,,685ec0fd56478d0540b8cd18,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1366x768,1366x633,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
5,1751040326158,27/06/2025 16:05:26,1751022326158,-5,27/06/2025 06:05:26,232447,4,questionnaire-98mv,,47671817,BLIND,13739859,,complete,,685ec0fd56478d0540b8cd18,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1366x768,1366x633,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,36903,,,,,,,,,
1,1751040855776,27/06/2025 16:14:15,1751026455776,-4,27/06/2025 08:14:15,232447,4,questionnaire-98mv,,47672064,BLIND,13739892,,complete,,685ec17b8d1d720e14f42e4b,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x738,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1751040874356,27/06/2025 16:14:34,1751026474356,-4,27/06/2025 08:14:34,232447,4,questionnaire-98mv,,47672064,BLIND,13739892,,complete,,685ec17b8d1d720e14f42e4b,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x738,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751040874356,27/06/2025 16:14:34,1751026474356,-4,27/06/2025 08:14:34,232447,4,questionnaire-98mv,,47672064,BLIND,13739892,,complete,,685ec17b8d1d720e14f42e4b,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x738,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751040874357,27/06/2025 16:14:34,1751026474357,-4,27/06/2025 08:14:34,232447,4,questionnaire-98mv,,47672064,BLIND,13739892,,complete,,685ec17b8d1d720e14f42e4b,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x864,1536x738,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,18537,,,,,,,,,
1,1751040868750,27/06/2025 16:14:28,1751015668750,-7,27/06/2025 02:14:28,232447,4,questionnaire-98mv,,47672070,BLIND,13739895,,complete,,685ec3375a5c3c3d77772663,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1309x685,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1751041024556,27/06/2025 16:17:04,1751015824556,-7,27/06/2025 02:17:04,232447,4,questionnaire-98mv,,47672070,BLIND,13739895,,complete,,685ec3375a5c3c3d77772663,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1309x685,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
3,1751041033772,27/06/2025 16:17:13,1751015833772,-7,27/06/2025 02:17:13,232447,4,questionnaire-98mv,,47672070,BLIND,13739895,,complete,,685ec3375a5c3c3d77772663,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1309x685,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751041033773,27/06/2025 16:17:13,1751015833773,-7,27/06/2025 02:17:13,232447,4,questionnaire-98mv,,47672070,BLIND,13739895,,complete,,685ec3375a5c3c3d77772663,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1309x685,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
5,1751041033773,27/06/2025 16:17:13,1751015833773,-7,27/06/2025 02:17:13,232447,4,questionnaire-98mv,,47672070,BLIND,13739895,,complete,,685ec3375a5c3c3d77772663,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1440x900,1309x685,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,165000,,,,,,,,,
1,1751040926526,27/06/2025 16:15:26,1751026526526,-4,27/06/2025 08:15:26,232447,4,questionnaire-98mv,,47672109,BLIND,13739905,,complete,,685ec34a68b8186a4e0f5cd5,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,3440x1440,2293x847,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1751040939362,27/06/2025 16:15:39,1751026539362,-4,27/06/2025 08:15:39,232447,4,questionnaire-98mv,,47672109,BLIND,13739905,,complete,,685ec34a68b8186a4e0f5cd5,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,3440x1440,2293x847,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751040939362,27/06/2025 16:15:39,1751026539362,-4,27/06/2025 08:15:39,232447,4,questionnaire-98mv,,47672109,BLIND,13739905,,complete,,685ec34a68b8186a4e0f5cd5,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,3440x1440,2293x847,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751040939362,27/06/2025 16:15:39,1751026539362,-4,27/06/2025 08:15:39,232447,4,questionnaire-98mv,,47672109,BLIND,13739905,,complete,,685ec34a68b8186a4e0f5cd5,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,3440x1440,2293x847,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,12822,,,,,,,,,
1,1751041578488,27/06/2025 16:26:18,1751023578488,-5,27/06/2025 06:26:18,232447,4,questionnaire-98mv,,47672331,BLIND,13739943,,complete,,685ec611250c508e8b12f21e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x647,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1751041592581,27/06/2025 16:26:32,1751023592581,-5,27/06/2025 06:26:32,232447,4,questionnaire-98mv,,47672331,BLIND,13739943,,complete,,685ec611250c508e8b12f21e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x647,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751041592582,27/06/2025 16:26:32,1751023592582,-5,27/06/2025 06:26:32,232447,4,questionnaire-98mv,,47672331,BLIND,13739943,,complete,,685ec611250c508e8b12f21e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x647,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751041592583,27/06/2025 16:26:32,1751023592583,-5,27/06/2025 06:26:32,232447,4,questionnaire-98mv,,47672331,BLIND,13739943,,complete,,685ec611250c508e8b12f21e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x647,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,13963,,,,,,,,,
1,1751043038168,27/06/2025 16:50:38,1751028638168,-4,27/06/2025 08:50:38,232447,4,questionnaire-98mv,,47672731,BLIND,13740041,,complete,,685ecba98c8b5ad3e2aa9a69,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1751043059632,27/06/2025 16:50:59,1751028659632,-4,27/06/2025 08:50:59,232447,4,questionnaire-98mv,,47672731,BLIND,13740041,,complete,,685ecba98c8b5ad3e2aa9a69,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751043059632,27/06/2025 16:50:59,1751028659632,-4,27/06/2025 08:50:59,232447,4,questionnaire-98mv,,47672731,BLIND,13740041,,complete,,685ecba98c8b5ad3e2aa9a69,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751043059632,27/06/2025 16:50:59,1751028659632,-4,27/06/2025 08:50:59,232447,4,questionnaire-98mv,,47672731,BLIND,13740041,,complete,,685ecba98c8b5ad3e2aa9a69,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,21446,,,,,,,,,
1,1751045539596,27/06/2025 17:32:19,1751020339596,-7,27/06/2025 03:32:19,232447,4,questionnaire-98mv,,47673452,BLIND,13740207,,complete,,685ecd63e1207ddbbfd41d84,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1197x1190,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1751045555501,27/06/2025 17:32:35,1751020355501,-7,27/06/2025 03:32:35,232447,4,questionnaire-98mv,,47673452,BLIND,13740207,,complete,,685ecd63e1207ddbbfd41d84,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1197x1190,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751045555501,27/06/2025 17:32:35,1751020355501,-7,27/06/2025 03:32:35,232447,4,questionnaire-98mv,,47673452,BLIND,13740207,,complete,,685ecd63e1207ddbbfd41d84,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1197x1190,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751045555501,27/06/2025 17:32:35,1751020355501,-7,27/06/2025 03:32:35,232447,4,questionnaire-98mv,,47673452,BLIND,13740207,,complete,,685ecd63e1207ddbbfd41d84,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1197x1190,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,15889,,,,,,,,,
1,1751051160699,27/06/2025 19:06:00,1751025960699,-7,27/06/2025 05:06:00,232447,4,questionnaire-98mv,,47674448,BLIND,13740458,,complete,,685eeb7b74639044419fb563,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1751051202850,27/06/2025 19:06:42,1751026002850,-7,27/06/2025 05:06:42,232447,4,questionnaire-98mv,,47674448,BLIND,13740458,,complete,,685eeb7b74639044419fb563,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751051202850,27/06/2025 19:06:42,1751026002850,-7,27/06/2025 05:06:42,232447,4,questionnaire-98mv,,47674448,BLIND,13740458,,complete,,685eeb7b74639044419fb563,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751051202852,27/06/2025 19:06:42,1751026002852,-7,27/06/2025 05:06:42,232447,4,questionnaire-98mv,,47674448,BLIND,13740458,,complete,,685eeb7b74639044419fb563,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,42074,,,,,,,,,
1,1751066382323,27/06/2025 23:19:42,1751051982323,-4,27/06/2025 15:19:42,232447,4,questionnaire-98mv,,47677956,BLIND,13741316,,complete,,685f268132d562e5b589dafb,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1024x482,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1751066463329,27/06/2025 23:21:03,1751052063329,-4,27/06/2025 15:21:03,232447,4,questionnaire-98mv,,47677956,BLIND,13741316,,complete,,685f268132d562e5b589dafb,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x603,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751066463329,27/06/2025 23:21:03,1751052063329,-4,27/06/2025 15:21:03,232447,4,questionnaire-98mv,,47677956,BLIND,13741316,,complete,,685f268132d562e5b589dafb,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x603,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751066463330,27/06/2025 23:21:03,1751052063330,-4,27/06/2025 15:21:03,232447,4,questionnaire-98mv,,47677956,BLIND,13741316,,complete,,685f268132d562e5b589dafb,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x603,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,80935,,,,,,,,,
1,1751246680797,30/06/2025 01:24:40,1751225080797,-6,29/06/2025 13:24:40,232447,4,questionnaire-98mv,,47699837,BLIND,13746264,,complete,,6861e73be3658f1580b0198d,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x960,1536x826,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,BEGIN,,,,,,,,,,
2,1751246692175,30/06/2025 01:24:52,1751225092175,-6,29/06/2025 13:24:52,232447,4,questionnaire-98mv,,47699837,BLIND,13746264,,complete,,6861e73be3658f1580b0198d,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x960,1536x826,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751246692175,30/06/2025 01:24:52,1751225092175,-6,29/06/2025 13:24:52,232447,4,questionnaire-98mv,,47699837,BLIND,13746264,,complete,,6861e73be3658f1580b0198d,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x960,1536x826,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751246692175,30/06/2025 01:24:52,1751225092175,-6,29/06/2025 13:24:52,232447,4,questionnaire-98mv,,47699837,BLIND,13746264,,complete,,6861e73be3658f1580b0198d,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1536x960,1536x826,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,pier_beer,,,,,info,,END,11354,,,,,,,,,
1,1751471013260,02/07/2025 15:43:33,1751445813260,-7,02/07/2025 01:43:33,232447,4,questionnaire-98mv,,47752522,BLIND,13759820,,complete,,68655386e86a2f4578bbb898,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x911,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
2,1751471036576,02/07/2025 15:43:56,1751445836576,-7,02/07/2025 01:43:56,232447,4,questionnaire-98mv,,47752522,BLIND,13759820,,complete,,68655386e86a2f4578bbb898,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x911,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,value,I agree,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
3,1751471036576,02/07/2025 15:43:56,1751445836576,-7,02/07/2025 01:43:56,232447,4,questionnaire-98mv,,47752522,BLIND,13759820,,complete,,68655386e86a2f4578bbb898,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x911,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,Page 3,qizj6r,3,"I hereby confirm that I have read the information sheet and give my consent to take part in this experiment in full knowledge that data are being recorded.<br/><br/>

",response,quantised,1,,I agree|I disagree,Multiple Choice,1,object-51,,,,,I agree
4,1751471036576,02/07/2025 15:43:56,1751445836576,-7,02/07/2025 01:43:56,232447,4,questionnaire-98mv,,47752522,BLIND,13759820,,complete,,68655386e86a2f4578bbb898,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x911,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,END,23289,,,,,,,,,
1,1751471689565,02/07/2025 15:54:49,1751457289565,-4,02/07/2025 07:54:49,232447,4,questionnaire-98mv,,47752800,BLIND,13759886,,complete,,686556262bd3297ba9141574,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1700x956,2550x1251,,,0,Consent Form session 2,3,participant proceeds,participant proceeds,,,beer_pier,,,,,info,,BEGIN,,,,,,,,,,
